  0.00335267,  -0.00026474,  -0.00002484,  -0.00002641,   0.00001370,  -0.00000341,   0.00000494,  -0.00000403,   0.00000114,  -0.00000205,   0.00000181,  -0.00000077,   0.00000130,  -0.00000103,   0.00000042,  -0.00000073,   0.00000063,  -0.00000034,   0.00000055,  -0.00000019,   0.00000041,  -0.00000023,   0.00000011,  -0.00000015,   0.00000015,  -0.00000021,   0.00000018,  -0.00000014,   0.00000012,  -0.00000015
  0.00318419,  -0.00009819,  -0.00002180,  -0.00001696,   0.00000083,  -0.00000034,   0.00000132,  -0.00000001,   0.00000155,  -0.00000005,   0.00000042,  -0.00000110,  -0.00000005,  -0.00000039,   0.00000028,  -0.00000034,   0.00000018,  -0.00000002,   0.00000008,  -0.00000008,  -0.00000005,  -0.00000013,   0.00000006,  -0.00000008,   0.00000008,  -0.00000020,  -0.00000003,   0.00000004,   0.00000002,  -0.00000010
  0.00796265,  -0.00003820,   0.00009310,  -0.00001586,   0.00001567,   0.00000295,   0.00000299,   0.00000867,   0.00000139,   0.00000214,   0.00000181,  -0.00000074,   0.00000096,  -0.00000013,   0.00000039,  -0.00000005,   0.00000027,  -0.00000013,  -0.00000005,  -0.00000037,   0.00000007,  -0.00000054,  -0.00000006,  -0.00000038,  -0.00000017,  -0.00000041,  -0.00000003,  -0.00000038,   0.00000008,  -0.00000033
  0.00672669,   0.00024475,   0.00017833,   0.00002006,   0.00000830,   0.00000906,  -0.00000350,   0.00000276,  -0.00000018,  -0.00000071,   0.00000028,  -0.00000126,   0.00000049,  -0.00000095,  -0.00000006,  -0.00000026,  -0.00000001,  -0.00000005,  -0.00000001,  -0.00000011,   0.00000020,  -0.00000013,   0.00000038,  -0.00000009,   0.00000028,  -0.00000008,   0.00000013,  -0.00000017,   0.00000011,   0.00000002
  0.00729790,  -0.00007071,  -0.00002289,  -0.00007130,   0.00001118,  -0.00002190,   0.00000426,  -0.00000739,   0.00000357,  -0.00000419,   0.00000163,  -0.00000197,   0.00000141,  -0.00000140,   0.00000092,  -0.00000060,   0.00000074,  -0.00000042,   0.00000046,  -0.00000044,   0.00000044,  -0.00000031,   0.00000035,  -0.00000025,   0.00000019,  -0.00000014,   0.00000024,  -0.00000011,   0.00000018,  -0.00000005
  0.00474467,  -0.00011943,  -0.00002162,  -0.00003170,   0.00000412,  -0.00001021,   0.00000224,  -0.00000366,   0.00000228,  -0.00000199,   0.00000149,  -0.00000175,   0.00000113,  -0.00000124,   0.00000078,  -0.00000090,   0.00000055,  -0.00000072,   0.00000040,  -0.00000039,   0.00000037,  -0.00000031,   0.00000046,  -0.00000025,   0.00000031,  -0.00000012,   0.00000024,  -0.00000021,   0.00000026,  -0.00000020
  0.00557318,  -0.00022920,   0.00002556,   0.00001163,  -0.00001630,   0.00002058,  -0.00000100,  -0.00000869,   0.00000909,  -0.00000030,  -0.00000297,   0.00000359,  -0.00000077,  -0.00000152,   0.00000229,  -0.00000113,   0.00000021,   0.00000100,  -0.00000092,  -0.00000006,   0.00000064,  -0.00000087,   0.00000037,   0.00000008,  -0.00000034,   0.00000014,   0.00000012,  -0.00000037,   0.00000033,  -0.00000022
  0.00575352,  -0.00052437,   0.00008106,   0.00000314,  -0.00002645,   0.00001558,  -0.00000893,  -0.00000356,   0.00000598,  -0.00000549,   0.00000205,  -0.00000040,  -0.00000120,   0.00000105,  -0.00000013,  -0.00000074,   0.00000028,  -0.00000079,   0.00000021,  -0.00000021,  -0.00000013,  -0.00000010,   0.00000013,  -0.00000029,   0.00000013,  -0.00000018,   0.00000013,  -0.00000001,   0.00000012,  -0.00000019
  0.00563055,  -0.00057222,   0.00003077,   0.00004583,  -0.00003485,   0.00000357,   0.00000731,  -0.00000988,   0.00000233,   0.00000156,  -0.00000129,  -0.00000008,   0.00000070,  -0.00000104,   0.00000046,  -0.00000033,  -0.00000002,  -0.00000048,   0.00000042,  -0.00000029,   0.00000006,  -0.00000004,   0.00000000,  -0.00000047,   0.00000029,  -0.00000019,  -0.00000008,  -0.00000001,   0.00000011,  -0.00000023
  0.00690011,  -0.00031876,  -0.00019564,  -0.00000985,   0.00001656,  -0.00000085,  -0.00000049,   0.00000081,   0.00000077,  -0.00000162,   0.00000028,  -0.00000009,   0.00000049,  -0.00000045,   0.00000039,  -0.00000005,   0.00000009,  -0.00000043,   0.00000039,  -0.00000020,   0.00000022,  -0.00000022,   0.00000022,  -0.00000024,   0.00000013,  -0.00000012,   0.00000016,  -0.00000013,   0.00000012,  -0.00000006
  0.00664653,  -0.00031764,  -0.00019975,  -0.00000697,   0.00002020,  -0.00000218,  -0.00000220,   0.00000232,   0.00000172,  -0.00000240,  -0.00000046,   0.00000084,   0.00000108,  -0.00000052,  -0.00000019,  -0.00000016,   0.00000043,  -0.00000035,   0.00000013,  -0.00000020,   0.00000014,  -0.00000005,   0.00000013,  -0.00000028,   0.00000027,  -0.00000004,   0.00000008,  -0.00000018,   0.00000023,  -0.00000015
  0.00711169,  -0.00018503,  -0.00019113,  -0.00004071,   0.00000753,   0.00000113,   0.00000078,   0.00000141,   0.00000198,  -0.00000093,  -0.00000135,  -0.00000109,   0.00000070,   0.00000032,   0.00000075,  -0.00000029,   0.00000005,  -0.00000038,   0.00000024,  -0.00000016,   0.00000020,  -0.00000020,   0.00000031,  -0.00000022,   0.00000021,  -0.00000023,   0.00000022,  -0.00000009,   0.00000015,  -0.00000017
  0.00554467,   0.00012532,  -0.00007984,  -0.00006382,  -0.00002708,  -0.00000682,   0.00000107,  -0.00000100,  -0.00000173,  -0.00000213,   0.00000041,   0.00000176,   0.00000300,   0.00000230,   0.00000141,   0.00000005,  -0.00000049,  -0.00000120,  -0.00000100,  -0.00000093,  -0.00000040,  -0.00000028,   0.00000036,   0.00000032,   0.00000053,   0.00000042,   0.00000060,   0.00000001,   0.00000011,  -0.00000031
