  0.15855217,  -0.01215185,  -0.00142586,  -0.00104571,   0.00050357,  -0.00003888,   0.00013897,  -0.00011901,  -0.00001582,  -0.00003448,   0.00004351,   0.00001799,   0.00001063,  -0.00000922,  -0.00000507,  -0.00000678,   0.00000135,   0.00000289,  -0.00000103,   0.00000190
  0.20638677,  -0.00524960,  -0.00117392,  -0.00083597,   0.00004544,   0.00010964,   0.00009962,   0.00008844,   0.00009718,   0.00004723,   0.00002265,  -0.00001959,   0.00000321,  -0.00000558,   0.00000966,  -0.00000663,   0.00000680,   0.00000120,   0.00000673,  -0.00000667
  0.20579051,  -0.00251719,   0.00200666,  -0.00069288,   0.00028195,   0.00000045,   0.00001867,   0.00019838,   0.00000291,   0.00004619,   0.00003537,  -0.00002762,   0.00002479,  -0.00000528,   0.00000855,   0.00000128,   0.00000186,  -0.00000437,   0.00000384,  -0.00000705
  0.12191196,   0.00452344,   0.00324989,   0.00038995,   0.00016469,   0.00017031,  -0.00005989,   0.00005701,   0.00000275,  -0.00001079,   0.00001632,  -0.00002112,   0.00000995,  -0.00001289,   0.00000169,  -0.00000404,  -0.00000095,  -0.00000039,   0.00000048,  -0.00000158
  0.17906401,  -0.00107784,  -0.00063421,  -0.00153303,   0.00019545,  -0.00043664,   0.00005691,  -0.00011329,   0.00004628,  -0.00005070,   0.00000319,  -0.00000965,   0.00000811,  -0.00000647,  -0.00000059,   0.00000243,  -0.00000059,   0.00000243,   0.00000002,   0.00000094
  0.24510747,  -0.00485403,  -0.00119043,  -0.00128446,   0.00011994,  -0.00032879,   0.00002287,  -0.00007876,   0.00005535,  -0.00002174,   0.00001366,  -0.00001931,   0.00001341,  -0.00001404,   0.00000873,  -0.00000858,   0.00000237,  -0.00000207,   0.00000135,   0.00000031
  0.04763997,  -0.00214398,   0.00020655,   0.00008091,  -0.00015347,   0.00017444,  -0.00001548,  -0.00008031,   0.00008076,  -0.00000753,  -0.00002558,   0.00003097,  -0.00000861,  -0.00001262,   0.00001862,  -0.00001146,   0.00000108,   0.00000822,  -0.00000831,  -0.00000059
  0.07423432,  -0.00592060,   0.00112477,   0.00012213,  -0.00027805,   0.00022807,  -0.00009621,  -0.00002800,   0.00008195,  -0.00005583,   0.00002754,   0.00000299,  -0.00001494,   0.00001475,  -0.00000036,  -0.00000452,   0.00000647,  -0.00000870,   0.00000362,  -0.00000188
  0.07453179,  -0.00694518,   0.00050600,   0.00064853,  -0.00041204,   0.00007792,   0.00010189,  -0.00011278,   0.00003633,   0.00002934,  -0.00001223,   0.00000567,   0.00000877,  -0.00000806,   0.00000809,  -0.00000114,  -0.00000140,  -0.00000306,   0.00000437,  -0.00000392
  0.16053918,  -0.00740584,  -0.00455799,  -0.00021907,   0.00037663,  -0.00000786,  -0.00002143,   0.00001761,   0.00001616,  -0.00003084,   0.00000470,   0.00000442,   0.00001009,  -0.00000896,   0.00000625,  -0.00000253,   0.00000314,  -0.00000758,   0.00000483,  -0.00000194
  0.12356582,  -0.00587874,  -0.00370524,  -0.00013449,   0.00037081,  -0.00003864,  -0.00005155,   0.00004159,   0.00003293,  -0.00003831,  -0.00000709,   0.00001581,   0.00002003,  -0.00001111,  -0.00000440,  -0.00000318,   0.00000674,  -0.00000381,   0.00000228,  -0.00000266
  0.14291137,  -0.00371127,  -0.00382717,  -0.00081191,   0.00015445,   0.00002845,   0.00001023,   0.00003660,   0.00003963,  -0.00001889,  -0.00002452,  -0.00002257,   0.00001019,   0.00000896,   0.00001396,  -0.00000377,   0.00000122,  -0.00000563,   0.00000239,  -0.00000455
  0.05199112,   0.00123622,  -0.00072067,  -0.00058854,  -0.00025363,  -0.00006391,   0.00000692,  -0.00000922,  -0.00001992,  -0.00002046,   0.00000303,   0.00001712,   0.00002871,   0.00002110,   0.00001415,   0.00000034,  -0.00000470,  -0.00001116,  -0.00000888,  -0.00000904
  0.04696910,   0.00056470,  -0.00086461,  -0.00050655,  -0.00013285,  -0.00002625,  -0.00003288,  -0.00004594,  -0.00001073,   0.00002224,   0.00004135,   0.00002954,   0.00001617,  -0.00000117,  -0.00000547,  -0.00001130,  -0.00000941,  -0.00001043,  -0.00000445,  -0.00000172
  0.12177573,   0.00152678,  -0.00135064,  -0.00027734,   0.00048600,   0.00038575,   0.00013790,  -0.00000721,   0.00002898,   0.00004815,   0.00004966,   0.00001214,   0.00000710,   0.00000002,   0.00001035,   0.00000049,   0.00000243,  -0.00000628,  -0.00000032,  -0.00000324
  0.12792934,   0.00554558,   0.00043608,   0.00023514,  -0.00015574,  -0.00032080,  -0.00009288,  -0.00003326,  -0.00008603,  -0.00006856,   0.00002498,   0.00001942,   0.00000377,   0.00000541,   0.00002211,   0.00000031,   0.00000072,  -0.00000022,   0.00000503,  -0.00000490
  0.18888508,   0.00543366,  -0.00130379,  -0.00034908,  -0.00016873,  -0.00034043,  -0.00007224,   0.00010211,   0.00005417,  -0.00004388,   0.00000925,   0.00002069,   0.00000549,  -0.00001843,   0.00001467,   0.00000920,   0.00000578,  -0.00000980,   0.00000408,  -0.00000359
  0.17923564,   0.00869907,  -0.00062885,  -0.00068121,  -0.00000217,   0.00004887,  -0.00007158,  -0.00012133,  -0.00000856,   0.00004387,   0.00004650,  -0.00000938,  -0.00001006,  -0.00000772,   0.00001434,  -0.00000092,  -0.00000146,  -0.00001300,   0.00000053,  -0.00000255
  0.11737419,   0.00075444,  -0.00171335,  -0.00097188,  -0.00050579,  -0.00026564,  -0.00006941,   0.00003564,   0.00008437,   0.00004716,   0.00002610,   0.00000018,   0.00000061,  -0.00001131,  -0.00000166,  -0.00000578,   0.00000322,  -0.00000157,   0.00000459,  -0.00000189
  0.14046151,  -0.00575769,  -0.00272273,  -0.00082506,  -0.00022034,   0.00012494,   0.00014806,  -0.00002671,  -0.00001680,  -0.00000221,   0.00001236,   0.00001030,   0.00001412,  -0.00001009,   0.00000275,  -0.00000619,   0.00000198,  -0.00000108,   0.00000535,  -0.00000615
  0.16807535,  -0.00532777,  -0.00301156,  -0.00095790,  -0.00019964,  -0.00001885,   0.00010059,   0.00008947,   0.00003843,  -0.00000886,   0.00001271,  -0.00000633,  -0.00000027,  -0.00000726,   0.00001083,  -0.00000592,  -0.00000012,  -0.00000849,   0.00000140,  -0.00000532
  0.09696860,   0.00494219,   0.00068515,   0.00067154,   0.00054144,   0.00018233,   0.00002807,   0.00001537,   0.00004643,   0.00002541,   0.00001356,  -0.00000070,   0.00001031,   0.00000524,   0.00000541,  -0.00000512,   0.00000160,  -0.00000040,   0.00000370,  -0.00000254
  0.13531153,   0.00481847,   0.00227282,   0.00083344,   0.00004281,   0.00007429,  -0.00002511,  -0.00005641,   0.00001263,  -0.00000487,   0.00001845,   0.00000314,   0.00000235,   0.00000162,   0.00001721,   0.00000031,   0.00000300,  -0.00000513,  -0.00000099,  -0.00000649
  0.15033933,   0.00514546,   0.00341380,   0.00000501,  -0.00005989,  -0.00011944,  -0.00007824,   0.00001895,   0.00001639,   0.00002233,   0.00001225,   0.00000788,   0.00001113,   0.00000381,   0.00002072,   0.00000305,   0.00000954,  -0.00000467,   0.00000010,  -0.00000574
  0.08731357,  -0.00792367,   0.00080277,  -0.00020231,   0.00043779,  -0.00032265,  -0.00008409,   0.00020831,  -0.00012886,   0.00001391,  -0.00000606,   0.00002680,  -0.00000813,  -0.00003074,   0.00004441,  -0.00001694,  -0.00000020,  -0.00000264,   0.00000652,  -0.00000391
  0.06862112,  -0.00883771,   0.00036595,   0.00068068,  -0.00057729,   0.00002651,   0.00015190,  -0.00010693,   0.00000623,   0.00004683,  -0.00000910,  -0.00001928,   0.00001271,   0.00000219,  -0.00000796,  -0.00000465,   0.00001382,  -0.00000609,  -0.00000314,   0.00000353
  0.04846521,  -0.00571462,  -0.00046980,   0.00074539,  -0.00022567,  -0.00020373,   0.00015992,   0.00001558,  -0.00008011,   0.00003021,   0.00003862,  -0.00003773,  -0.00000069,   0.00001881,  -0.00000818,  -0.00000867,   0.00001136,  -0.00000214,  -0.00000306,   0.00000080
  0.10065887,   0.00193246,   0.00280721,   0.00005272,  -0.00005828,   0.00020808,  -0.00025738,  -0.00001943,  -0.00002225,  -0.00009404,   0.00002628,  -0.00004341,   0.00000167,   0.00000420,  -0.00000980,   0.00001508,  -0.00000016,   0.00000009,   0.00001136,  -0.00000747
  0.13633828,  -0.01179970,  -0.00182068,   0.00030591,   0.00009539,   0.00017146,  -0.00011263,  -0.00006213,   0.00010764,  -0.00001874,  -0.00003540,  -0.00000964,   0.00001583,  -0.00000193,  -0.00000254,  -0.00000431,   0.00000666,  -0.00000674,   0.00000668,  -0.00000382
