xdata ydata 
0.0 0.00180339 
0.002004008016032064 -0.0010473161723446893 
0.004008016032064128 0.002468349819639278 
0.0060120240480961915 0.0046920175350701416 
0.008016032064128256 -0.0020610337074148306 
0.01002004008016032 0.01358567236472946 
0.012024048096192383 -0.007208527955911826 
0.014028056112224447 0.020649700140280565 
0.01603206412825651 -0.008661651643286574 
0.018036072144288574 0.023021330220440887 
0.02004008016032064 -0.0053223761322645285 
0.022044088176352703 0.02122007132264528 
0.024048096192384766 0.0011375017434869781 
0.026052104208416832 0.017504428436873762 
0.028056112224448895 0.008338478577154312 
0.03006012024048096 0.014116243306613247 
0.03206412825651302 0.014244444949899803 
0.03406813627254509 0.012892839619238521 
0.03607214428857715 0.017280821282565157 
0.038076152304609215 0.014917374348697403 
0.04008016032064128 0.017230665250501 
0.04208416833667334 0.019160625731462915 
0.044088176352705406 0.016540156172344708 
0.04609218436873747 0.021994612965931876 
0.04809619238476953 0.019297678857715446 
0.0501002004008016 0.019976979599198367 
0.052104208416833664 0.027105093466933825 
0.05410821643286573 0.01430876418837677 
0.05611222444889779 0.03581162673346694 
0.058116232464929855 0.011553767895791578 
0.06012024048096192 0.03796395168336675 
0.06212424849699398 0.018060516332665387 
0.06412825651302605 0.030286118737474915 
0.06613226452905811 0.03274127378757508 
0.06813627254509018 0.01857283581162341 
0.07014028056112225 0.046215095511022014 
0.0721442885771543 0.013799742304609197 
0.07414829659318636 0.04866781436873744 
0.07615230460921843 0.022221023927855688 
0.0781563126252505 0.03915232671342675 
0.08016032064128256 0.039213955050100176 
0.08216432865731463 0.026776116673346763 
0.08416833667334668 0.05347360635270552 
0.08617234468937875 0.022354836252505002 
0.08817635270541081 0.057248965591182366 
0.09018036072144288 0.028996456372745495 
0.09218436873747494 0.05240895302605211 
0.09418837675350701 0.040871833266532986 
0.09619238476953906 0.04682534192384765 
0.09819639278557113 0.0502873241282566 
0.1002004008016032 0.04608041915831661 
0.10220440881763526 0.05482172476953909 
0.10420841683366733 0.04942310957915834 
0.1062124248496994 0.05746973793587175 
0.10821643286573146 0.05309147881763529 
0.11022044088176351 0.061294327655310635 
0.11222444889779558 0.05572382797595189 
0.11422845691382764 0.06566471827655311 
0.11623246492985971 0.05940270557114229 
0.11823647294589178 0.06800030058116234 
0.12024048096192384 0.06600244044088174 
0.1222444889779559 0.06789814474949896 
0.12424849699398796 0.07413444607214435 
0.12625250501002003 0.06809929370741481 
0.1282565130260521 0.08048036194388777 
0.13026052104208416 0.071324028496994 
0.13226452905811623 0.08365908663326654 
0.1342685370741483 0.07709954130260521 
0.13627254509018036 0.08573604474949902 
0.13827655310621242 0.08236657507014028 
0.1402805611222445 0.08973268366733467 
0.14228456913827653 0.08496814492985968 
0.1442885771543086 0.09626254274549098 
0.14629258517034066 0.0858737296993988 
0.14829659318637273 0.10301379 
0.1503006012024048 0.08794488729458916 
0.15230460921843686 0.10723544230460919 
0.15430861723446893 0.09310657531062123 
0.156312625250501 0.1081321178356712 
0.15831663326653306 0.1009854038877756 
0.16032064128256512 0.10692675408817638 
0.1623246492985972 0.10984262198396783 
0.16432865731462926 0.10548513887775571 
0.16633266533066132 0.1178621066733465 
0.16833667334669336 0.10551550917835667 
0.17034068136272543 0.1233428141683367 
0.1723446893787575 0.10874808983967937 
0.17434869739478956 0.1245130873346692 
0.17635270541082163 0.11663989062124261 
0.1783567134268537 0.12056929585170331 
0.18036072144288576 0.12880906468937878 
0.18236472945891782 0.11340078509018041 
0.1843687374749499 0.1417199557915831 
0.18637274549098196 0.10785449819639278 
0.18837675350701402 0.14991250967935876 
0.1903807615230461 0.10903921601202388 
0.19238476953907813 0.14966074420841644 
0.1943887775551102 0.11848199799599268 
0.19639278557114226 0.14206718915831604 
0.19839679358717432 0.13259078981963965 
0.2004008016032064 0.13254309170340664 
0.20240480961923846 0.1451792052304609 
0.20440881763527052 0.12688896641282582 
0.2064128256513026 0.15189875262525063 
0.20841683366733466 0.127385237254509 
0.21042084168336672 0.15274794096192382 
0.2124248496993988 0.13214057963927855 
0.21442885771543085 0.15089473182364727 
0.21643286573146292 0.13759316721442894 
0.21843687374749496 0.1496361806813628 
0.22044088176352702 0.14125646078156304 
0.2224448897795591 0.15053732929859723 
